sample,participant_id,complexity_rating,object_id
one,1,0.24331550802139,54
one,5,0.433155080213904,54
one,6,0.264705882352941,54
one,10,0.181818181818182,54
one,18,0.136363636363636,54
one,36,0.211229946524064,54
one,40,0.358288770053476,54
one,42,0.735294117647059,54
one,53,0.427807486631016,54
one,58,0.406417112299465,54
one,1,0.762032085561497,57
one,11,0.323529411764706,57
one,15,0.344,57
one,18,0.0347593582887701,57
one,28,0.529411764705882,57
one,40,0.128342245989305,57
one,47,0.288770053475936,57
one,55,0.272727272727273,57
one,1,0.997326203208556,32
one,3,0.775401069518717,32
one,13,0.72192513368984,32
one,16,0.422459893048128,32
one,18,0.537433155080214,32
one,24,0.582887700534759,32
one,25,0.56951871657754,32
one,40,0.697860962566845,32
one,42,1,32
one,53,0.786096256684492,32
one,56,0.663101604278075,32
one,58,0.617647058823529,32
one,1,0.893048128342246,26
one,4,0.585561497326203,26
one,12,0.922459893048128,26
one,15,0.581333333333333,26
one,22,0.548128342245989,26
one,27,0.294117647058824,26
one,31,0.197860962566845,26
one,38,0.564171122994652,26
one,41,0.320855614973262,26
one,53,0.6524064171123,26
one,1,0.232620320855615,22
one,7,0.419786096256685,22
one,8,0.641711229946524,22
one,11,0.109625668449198,22
one,12,0.406417112299465,22
one,22,0.224598930481283,22
one,24,0.5,22
one,30,0.131016042780749,22
one,35,0.5,22
one,41,0.272727272727273,22
one,50,0.60427807486631,22
one,56,0.0374331550802139,22
one,1,0.0374331550802139,19
one,9,0.248663101604278,19
one,28,0.451871657754011,19
one,34,0.179144385026738,19
one,37,0.302139037433155,19
one,44,0.149732620320856,19
one,51,0,19
one,59,0.366310160427808,19
one,60,0.441176470588235,19
one,1,0.935828877005348,18
one,2,0.5,18
one,4,0.684491978609626,18
one,5,0.43048128342246,18
one,12,0.927807486631016,18
one,13,0.663101604278075,18
one,21,0.422459893048128,18
one,23,0.681818181818182,18
one,27,0.6524064171123,18
one,32,0.67379679144385,18
one,35,0.740641711229946,18
one,36,0.272727272727273,18
one,43,0.478609625668449,18
one,44,0.807486631016043,18
one,47,0.684491978609626,18
one,52,0.703208556149733,18
one,56,0.86096256684492,18
one,1,0.414438502673797,11
one,6,0.786096256684492,11
one,8,1,11
one,21,0.382352941176471,11
one,22,0.540106951871658,11
one,38,0.590909090909091,11
one,44,0.155080213903743,11
one,46,0.63903743315508,11
one,60,0.27807486631016,11
one,1,0.211229946524064,12
one,5,0.459893048128342,12
one,6,0.6524064171123,12
one,29,0.564171122994652,12
one,1,0.120320855614973,6
one,21,0.5,6
one,25,0.521390374331551,6
one,36,0.179144385026738,6
one,43,0.235294117647059,6
one,45,0.352941176470588,6
one,47,0.647058823529412,6
one,49,0.264705882352941,6
one,54,0.262032085561497,6
one,2,0.27807486631016,50
one,5,0.836898395721925,50
one,9,0.513368983957219,50
one,15,0.605333333333333,50
one,22,0.344919786096257,50
one,31,0.147058823529412,50
one,35,0.275401069518717,50
one,48,0.82620320855615,50
one,49,0.435828877005348,50
one,50,0.660427807486631,50
one,51,0,50
one,57,0.681818181818182,50
one,58,0.713903743315508,50
one,2,0.590909090909091,47
one,3,0.647058823529412,47
one,4,0.614973262032086,47
one,12,0.558823529411765,47
one,16,0.588235294117647,47
one,17,0.358288770053476,47
one,47,0.614973262032086,47
one,49,0.711229946524064,47
one,54,0.5,47
one,55,0.114973262032086,47
one,2,0.580213903743315,43
one,7,0.606951871657754,43
one,15,0.848,43
one,21,0.283422459893048,43
one,23,0.898395721925134,43
one,27,0.641711229946524,43
one,37,0.906417112299465,43
one,49,0.711229946524064,43
one,56,0.935828877005348,43
one,2,0.459893048128342,33
one,4,0.852941176470588,33
one,13,0.606951871657754,33
one,15,0.808,33
one,23,0.962566844919786,33
one,36,0.882352941176471,33
one,38,0.735294117647059,33
one,41,1,33
one,55,0.679144385026738,33
one,60,0.77807486631016,33
one,2,0.379679144385027,25
one,6,0.866310160427808,25
one,12,0.679144385026738,25
one,13,0.716577540106952,25
one,19,0.5,25
one,27,0.879679144385027,25
one,29,0.901069518716578,25
one,34,0.558823529411765,25
one,35,0.796791443850267,25
one,37,0.649732620320856,25
one,40,0.82620320855615,25
one,41,0.572192513368984,25
one,52,0.689839572192513,25
one,53,0.63903743315508,25
one,2,0.0962566844919786,28
one,4,0.368983957219251,28
one,9,0.216577540106952,28
one,11,0.112299465240642,28
one,28,0.200534759358289,28
one,29,0.211229946524064,28
one,30,0.0802139037433155,28
one,31,0.10427807486631,28
one,45,0.0320855614973262,28
one,46,0.211229946524064,28
one,47,0.334224598930481,28
one,50,0.262032085561497,28
one,51,0,28
one,52,0.304812834224599,28
one,59,0.390374331550802,28
one,2,0.5,21
one,3,0.745989304812834,21
one,25,0.60427807486631,21
one,27,0.644385026737968,21
one,29,0.82620320855615,21
one,30,0.852941176470588,21
one,32,0.609625668449198,21
one,33,0.558823529411765,21
one,41,0.43048128342246,21
one,45,0.770053475935829,21
one,51,0.419786096256685,21
one,52,0.866310160427808,21
one,60,0.532085561497326,21
one,2,0.467914438502674,7
one,5,0.767379679144385,7
